Product Name,Price,Rating (5),Comment/Questions,Reviews Count
"Latest Designed,Linen Cotton Fabric, Exclusive, Fashionable, Stylish and Comfortable, Kurtis for Girls (No Brand Shop) PL-",৳ 220,5,3 Answered Questions,1 Ratings
stylish Party Frock With Net For Baby Girl's,৳ 800,5,6 Answered Questions,3 Ratings
"Latest Designed,Linen Cotton Fabric, Exclusive, Fashionable, Stylish and Comfortable, Kurtis for Girls (Shadamon Shop)",৳ 295,4.3,14 Answered Questions,6 Ratings
Pure Cotton Ball Print Cotton Maxi For Women.,৳ 462,4.2,9 Answered Questions,5 Ratings
Cotton Joypuri Maxi for Women,৳ 420,3.5,7 Answered Questions,4 Ratings
Ladies Cami Dress multi color - 5 pics set,৳ 333,5,4 Answered Questions,1 Ratings
High Quality China Lily Cotton Fabric With Digital Printed Readymade Kurtis for Women.,৳ 450,5,   ,1 Ratings
Unstiched Butterfly Salwar For Women,৳ 97,4.3,31 Answered Questions,12 Ratings
Women's Floral Chiffon Frock Large Size Mid-long Dress Elegant Dresses,"৳ 1,070",5,   ,1 Ratings
Dress for women korean long maxi dress for ladies big plus size casual vintage dress for teens girls #D-,"৳ 1,587",4.3,25 Answered Questions,6 Ratings
ZANZEA Women's Strappy Long Shirt Dress Plaid Check Bowknot Maxi Dress Sundress,"৳ 1,412",5,3 Answered Questions,8 Ratings
Tribal Dress Chakma Attire Adibashi poshak Pahari Meyeder Kapor Thami Pinon,৳ 850,5,1 Answered Questions,1 Ratings
Satin Silk Petticoat For Women,৳ 250,4.6,4 Answered Questions,12 Ratings
Satin Silk Peticoat For Women,৳ 179,5,   ,1 Ratings
Readymade Linen Long Stylish Koti Hot Kurti For Girls (1 Pcs) ShadaMon Shop,৳ 290,4.5,31 Answered Questions,26 Ratings
Unstitched Shifon Orna for Women,৳ 150,4.8,1 Answered Questions,6 Ratings
Unstiched Butterfly Salwar For Women,৳ 99,4.3,35 Answered Questions,11 Ratings
"Latest Designed, High Quality Cotton Fabric, Exclusive, Fashionable, Stylish and Comfortable, Kurtis for Women(1 pcs)",৳ 250,4,2 Answered Questions,5 Ratings
Cotton Maxi for Women,৳ 280,4.3,22 Answered Questions,17 Ratings
"New exclusive designed Gown 1piece long kurti different koti, Gown long kurti For Stylish Women / Girls",৳ 450,4.5,   ,2 Ratings
New Exclusive Hot Kurti For Stylish Women Bd women long 1 picee kurti long sleeve clothing dress For Women,৳ 599,5,3 Answered Questions,2 Ratings
Exclusive New collection Georgette Embroidery Salwar Kameez For Women,৳ 480,0,2 Answered Questions,No Ratings
Stylish & fashionable New Matching best /Couple Dress/ For Men & Women /Saree Panjabi/ (Combo Set)),"৳ 1,099",0,   ,No Ratings
Solid Colour Cotton Maxi,৳ 350,5,   ,1 Ratings
Sweet Corduroy Waist Slimming Long Sleeve Long Midi Dress for Winter Wear,"৳ 1,160",5,   ,2 Ratings
D621# Women's Sweet Elastic Waist Short Puff Sleeve Dress Floral Print Fairy Frocks Summer Wear,৳ 807,0,   ,No Ratings
Women Fashion Summer Grace Mid-Calf Long Sleeve Beach Dot Print China Fabric Dress Black,৳ 499,0,   ,No Ratings
Exclusive New collection Georgette 3D Embroidery Salwar Kameez For Women,৳ 475,0,   ,No Ratings
D275# Women's Midi Dress Korean Style Slim Square Neck Long Sleeve Bownot Dresses Elegant Ladies Autumn Wear,৳ 920,1,   ,1 Ratings
new stylish fractionable kaftan 2 pcs dress for stylish women dress gorgeous dress,৳ 760,5,2 Answered Questions,1 Ratings
PETTICOAT Premium Cotton,৳ 190,0,   ,No Ratings
New exclusive designed Chunri Screen Print Gown 1piece long kurti For Stylish Women / Girls,৳ 440,3.7,28 Answered Questions,6 Ratings
(1pis) Kaftan Premium Quality Cotton style dress for Women,৳ 640,5,   ,1 Ratings
"Unstitched Cotton Screen Print Glorious, Exclusive Design Fashion trendy Comfortable 3 Pics For Woman",৳ 474,5,1 Answered Questions,2 Ratings
Cotton Fabric Comfortable Gown for Women 2 pcs Dress,৳ 480,5,   ,1 Ratings
Women Joypuri Fashionable Kaftan Style Maxi,৳ 420,4,7 Answered Questions,33 Ratings
ZANZEA Womens Short Sleeve Baggy Dress Formal OL Printed Casual Midi Shirt Dresses,"৳ 1,435",5,   ,1 Ratings
Amamia Women Dress O-Neck Women Vacation Slim Shiny Sequins Pullover Dress,"৳ 2,196",5,   ,1 Ratings
Jorjet semi pure shifon orna for women 1 pcs,৳ 90,5,3 Answered Questions,2 Ratings
"Exclusive designed Gown 1piece long kurti different koti, Gown long kurti For Stylish Women / Girls",৳ 850,5,   ,1 Ratings
"Women Stylish Indian Salwar Kameez 4 Piece, Dress For Girl, Dress For Women, long dress for girls new collection, new dress collection for girls 2021, new dress collection for women 2021, Unstitched 4 Piece",৳ 619,4.4,62 Answered Questions,43 Ratings
"New Exclusive Designed Gown 1piece Long Kurti Different Koti, Gown Long Kurti for Stylish Women / Girls",৳ 440,4.3,15 Answered Questions,6 Ratings
New exclusive designed Chunri Screen Print Gown 1piece long kurti For Stylish Women / Girls,৳ 440,5,3 Answered Questions,1 Ratings
New exclusive designed Linen Chunri Screen Print Gown 2piece long kurti For Stylish Women / Girls,৳ 489,0,   ,No Ratings
Pure Cotton Maternity Kuchi Lace Maxi For Women,৳ 380,4.7,   ,3 Ratings
Stylish & fashionable New Matching best /Couple Dress/ For Men & Women /Saree Panjabi/ (Combo Set)),৳ 999,5,13 Answered Questions,3 Ratings
"Latest Designed, High Quality Cotton Fabric, Exclusive, Fashionable, Stylish and Comfortable, Kurtis for Women(1 pcs)",৳ 280,4.6,2 Answered Questions,13 Ratings
Black Leather Formal Belt For Men,৳ 220,5,   ,2 Ratings
Blue Georgette Embroidery Semi Stitched Perty Dress for Women,"৳ 1,833",4.9,25 Answered Questions,23 Ratings
High Quality China Lily Cotton Fabric With Digital Printed Readymade Kurtis for Women.,৳ 520,5,   ,1 Ratings
Maxi For Woven 100% Cotton,৳ 295,4.1,8 Answered Questions,7 Ratings
Kaftan Premium Quality Cotton style dress for Women 1 piece,৳ 499,0,2 Answered Questions,No Ratings
Piyani Cotton Collection 3 Pieces,"৳ 1,200",5,   ,1 Ratings
